3,1,297.00,405.00,404.00,490.00,0.93,4,-1,-1
3,2,541.00,470.00,651.00,569.00,0.93,4,-1,-1
3,3,487.00,342.00,567.00,405.00,0.93,4,-1,-1
3,4,425.00,480.00,531.00,579.00,0.92,4,-1,-1
3,5,876.00,429.00,943.00,499.00,0.91,4,-1,-1
3,6,1007.00,405.00,1072.00,473.00,0.91,4,-1,-1
3,7,383.00,415.00,478.00,501.00,0.91,4,-1,-1
3,8,1134.00,476.00,1207.00,552.00,0.91,4,-1,-1
3,9,773.00,413.00,844.00,479.00,0.91,4,-1,-1
3,10,584.00,326.00,661.00,397.00,0.91,4,-1,-1
3,11,969.00,274.00,1019.00,322.00,0.91,4,-1,-1
3,12,840.00,289.00,894.00,336.00,0.90,4,-1,-1
3,13,1133.00,415.00,1197.00,479.00,0.89,4,-1,-1
3,14,684.00,327.00,753.00,396.00,0.89,4,-1,-1
3,15,476.00,283.00,544.00,334.00,0.88,4,-1,-1
3,16,926.00,247.00,967.00,288.00,0.89,4,-1,-1
3,17,1025.00,120.00,1052.00,142.00,0.87,4,-1,-1
3,18,651.00,279.00,717.00,329.00,0.87,4,-1,-1
3,19,769.00,234.00,814.00,278.00,0.87,4,-1,-1
3,20,1054.00,201.00,1096.00,233.00,0.87,4,-1,-1
3,21,1595.00,693.00,1654.00,833.00,0.87,1,-1,-1
3,22,256.00,529.00,372.00,623.00,0.86,4,-1,-1
3,23,45.00,565.00,108.00,703.00,0.86,1,-1,-1
3,24,893.00,196.00,929.00,230.00,0.85,4,-1,-1
3,25,398.00,328.00,495.00,399.00,0.85,4,-1,-1
3,26,636.00,235.00,684.00,276.00,0.85,4,-1,-1
3,27,942.00,111.00,968.00,133.00,0.85,4,-1,-1
3,28,727.00,205.00,769.00,239.00,0.83,4,-1,-1
3,29,812.00,184.00,848.00,217.00,0.83,4,-1,-1
3,30,699.00,234.00,751.00,277.00,0.84,4,-1,-1
3,31,661.00,150.00,739.00,238.00,0.84,9,-1,-1
3,32,563.00,265.00,638.00,333.00,0.82,5,-1,-1
3,33,930.00,150.00,961.00,175.00,0.83,4,-1,-1
3,34,459.00,673.00,518.00,819.00,0.82,1,-1,-1
3,35,143.00,594.00,206.00,742.00,0.81,1,-1,-1
3,36,1116.00,358.00,1178.00,418.00,0.81,4,-1,-1
3,37,1358.00,642.00,1423.00,785.00,0.80,1,-1,-1
3,38,794.00,207.00,835.00,245.00,0.80,4,-1,-1
3,39,182.00,845.00,378.00,1046.00,0.78,4,-1,-1
3,40,139.00,501.00,261.00,595.00,0.78,4,-1,-1
3,41,766.00,178.00,805.00,210.00,0.83,4,-1,-1
3,42,493.00,640.00,553.00,781.00,0.78,1,-1,-1
3,43,1074.00,221.00,1119.00,265.00,0.79,4,-1,-1
3,44,601.00,146.00,696.00,228.00,0.79,9,-1,-1
3,45,545.00,237.00,602.00,285.00,0.76,4,-1,-1
3,46,589.00,216.00,639.00,258.00,0.79,4,-1,-1
3,47,1021.00,94.00,1043.00,113.00,0.75,4,-1,-1
3,48,1390.00,491.00,1415.00,561.00,0.75,1,-1,-1
3,49,1416.00,513.00,1442.00,570.00,0.79,1,-1,-1
3,50,1451.00,424.00,1470.00,481.00,0.87,1,-1,-1
3,51,534.00,762.00,598.00,885.00,0.79,1,-1,-1
3,52,116.00,336.00,137.00,378.00,0.76,2,-1,-1
3,54,901.00,80.00,921.00,96.00,0.75,4,-1,-1
3,55,741.00,165.00,771.00,195.00,0.73,4,-1,-1
