3,1,260.00,404.00,417.00,487.00,0.95,5,-1,-1
3,2,1033.00,524.00,1160.00,608.00,0.95,4,-1,-1
3,3,1056.00,607.00,1177.00,691.00,0.94,4,-1,-1
3,4,177.00,613.00,322.00,680.00,0.94,4,-1,-1
3,5,137.00,694.00,303.00,764.00,0.93,4,-1,-1
3,6,772.00,227.00,864.00,286.00,0.93,4,-1,-1
3,7,591.00,589.00,730.00,666.00,0.93,5,-1,-1
3,8,781.00,273.00,881.00,337.00,0.92,4,-1,-1
3,9,339.00,240.00,444.00,284.00,0.92,4,-1,-1
3,10,364.00,201.00,458.00,244.00,0.91,4,-1,-1
3,11,1254.00,196.00,1354.00,244.00,0.91,4,-1,-1
3,12,318.00,285.00,413.00,334.00,0.90,4,-1,-1
3,13,1288.00,299.00,1359.00,352.00,0.93,4,-1,-1
3,14,1208.00,134.00,1303.00,182.00,0.90,4,-1,-1
3,15,1189.00,106.00,1280.00,143.00,0.88,4,-1,-1
3,16,757.00,187.00,854.00,253.00,0.86,5,-1,-1
4,1,258.00,406.00,416.00,492.00,0.95,5,-1,-1
4,2,1034.00,531.00,1162.00,612.00,0.94,4,-1,-1
4,3,1057.00,614.00,1180.00,697.00,0.94,4,-1,-1
4,4,176.00,619.00,321.00,686.00,0.93,4,-1,-1
4,5,140.00,700.00,305.00,764.00,0.94,4,-1,-1
4,6,772.00,229.00,865.00,290.00,0.92,4,-1,-1
4,7,592.00,595.00,733.00,671.00,0.93,5,-1,-1
4,8,781.00,275.00,882.00,343.00,0.92,4,-1,-1
4,9,340.00,244.00,442.00,287.00,0.92,4,-1,-1
4,10,365.00,205.00,456.00,247.00,0.92,4,-1,-1
4,11,1256.00,199.00,1355.00,247.00,0.91,4,-1,-1
4,12,317.00,290.00,413.00,339.00,0.91,4,-1,-1
4,13,1291.00,302.00,1359.00,355.00,0.90,4,-1,-1
4,14,1209.00,136.00,1305.00,184.00,0.94,4,-1,-1
4,15,1190.00,108.00,1279.00,144.00,0.87,4,-1,-1
4,16,759.00,192.00,856.00,259.00,0.89,5,-1,-1
5,1,255.00,414.00,415.00,497.00,0.95,5,-1,-1
5,2,1036.00,537.00,1165.00,619.00,0.95,4,-1,-1
5,3,1059.00,618.00,1184.00,705.00,0.94,4,-1,-1
5,4,172.00,626.00,320.00,693.00,0.93,4,-1,-1
5,5,136.00,708.00,302.00,764.00,0.92,4,-1,-1
5,6,772.00,234.00,866.00,292.00,0.92,4,-1,-1
5,7,592.00,602.00,731.00,679.00,0.92,5,-1,-1
