3,1,773.00,480.00,824.00,517.00,0.91,4,-1,-1
3,2,508.00,367.00,530.00,384.00,0.90,4,-1,-1
3,3,545.00,380.00,567.00,399.00,0.88,4,-1,-1
3,4,717.00,434.00,755.00,460.00,0.87,4,-1,-1
3,5,423.00,372.00,447.00,417.00,0.87,6,-1,-1
3,6,433.00,286.00,445.00,297.00,0.85,4,-1,-1
3,7,812.00,514.00,864.00,539.00,0.81,4,-1,-1
3,8,416.00,301.00,428.00,313.00,0.81,4,-1,-1
3,9,388.00,484.00,398.00,507.00,0.80,10,-1,-1
3,10,683.00,402.00,720.00,428.00,0.79,4,-1,-1
3,11,393.00,337.00,426.00,351.00,0.78,4,-1,-1
3,12,631.00,290.00,650.00,301.00,0.78,4,-1,-1
3,13,377.00,345.00,413.00,360.00,0.81,4,-1,-1
3,14,673.00,493.00,684.00,511.00,0.75,10,-1,-1
3,15,811.00,320.00,836.00,334.00,0.76,4,-1,-1
3,16,673.00,488.00,683.00,503.00,0.81,2,-1,-1
3,17,347.00,291.00,361.00,302.00,0.71,4,-1,-1
3,18,399.00,301.00,411.00,313.00,0.74,4,-1,-1
3,19,284.00,350.00,319.00,365.00,0.69,4,-1,-1
3,20,492.00,390.00,504.00,408.00,0.77,7,-1,-1
3,21,270.00,519.00,299.00,539.00,0.71,4,-1,-1
3,22,449.00,343.00,473.00,361.00,0.79,4,-1,-1
3,23,462.00,330.00,494.00,344.00,0.65,4,-1,-1
3,24,522.00,327.00,544.00,340.00,0.66,7,-1,-1
3,25,652.00,380.00,682.00,403.00,0.69,4,-1,-1
3,26,376.00,273.00,387.00,283.00,0.69,4,-1,-1
3,27,405.00,325.00,428.00,338.00,0.67,4,-1,-1
3,28,757.00,493.00,769.00,513.00,0.64,10,-1,-1
3,29,548.00,363.00,563.00,380.00,0.65,7,-1,-1
3,30,471.00,368.00,477.00,378.00,0.59,10,-1,-1
3,31,411.00,254.00,419.00,262.00,0.62,4,-1,-1
3,32,526.00,345.00,539.00,362.00,0.63,7,-1,-1
3,33,485.00,344.00,494.00,356.00,0.54,10,-1,-1
3,34,471.00,360.00,477.00,373.00,0.68,2,-1,-1
3,35,417.00,288.00,427.00,300.00,0.58,4,-1,-1
3,36,484.00,316.00,494.00,327.00,0.58,7,-1,-1
3,37,444.00,368.00,450.00,379.00,0.55,2,-1,-1
3,39,810.00,310.00,831.00,321.00,0.55,4,-1,-1
3,40,352.00,279.00,365.00,291.00,0.53,4,-1,-1
3,41,484.00,280.00,489.00,288.00,0.60,2,-1,-1
3,42,336.00,317.00,342.00,328.00,0.59,2,-1,-1
3,43,495.00,285.00,499.00,295.00,0.45,2,-1,-1
3,44,492.00,263.00,502.00,272.00,0.46,4,-1,-1
3,45,493.00,292.00,499.00,302.00,0.43,10,-1,-1
3,46,425.00,217.00,431.00,223.00,0.54,4,-1,-1
3,47,498.00,252.00,510.00,261.00,0.43,4,-1,-1
3,49,266.00,421.00,277.00,435.00,0.41,10,-1,-1
3,51,442.00,361.00,448.00,373.00,0.50,2,-1,-1
3,52,546.00,302.00,553.00,311.00,0.47,2,-1,-1
3,53,393.00,232.00,401.00,240.00,0.45,4,-1,-1
3,54,545.00,303.00,555.00,312.00,0.44,10,-1,-1
3,55,370.00,319.00,374.00,328.00,0.37,2,-1,-1
3,56,444.00,370.00,452.00,383.00,0.36,10,-1,-1
3,58,416.00,280.00,426.00,291.00,0.54,4,-1,-1
4,1,773.00,480.00,824.00,516.00,0.92,4,-1,-1
4,2,508.00,366.00,530.00,384.00,0.89,4,-1,-1
4,3,545.00,380.00,568.00,398.00,0.87,4,-1,-1
4,4,718.00,433.00,753.00,458.00,0.88,4,-1,-1
4,5,423.00,372.00,447.00,416.00,0.85,6,-1,-1
4,6,434.00,285.00,446.00,296.00,0.88,4,-1,-1
4,7,812.00,513.00,866.00,539.00,0.84,4,-1,-1
4,8,417.00,300.00,428.00,312.00,0.83,4,-1,-1
4,9,388.00,485.00,398.00,507.00,0.81,10,-1,-1
4,10,684.00,401.00,721.00,427.00,0.82,4,-1,-1
4,11,393.00,336.00,428.00,350.00,0.81,4,-1,-1
4,12,631.00,289.00,646.00,300.00,0.78,4,-1,-1
4,13,378.00,345.00,414.00,359.00,0.81,4,-1,-1
4,14,671.00,489.00,681.00,507.00,0.75,10,-1,-1
4,15,810.00,320.00,834.00,333.00,0.83,4,-1,-1
4,16,671.00,485.00,680.00,500.00,0.74,2,-1,-1
4,17,347.00,290.00,361.00,301.00,0.77,4,-1,-1
4,18,398.00,300.00,411.00,312.00,0.72,4,-1,-1
4,19,286.00,348.00,321.00,364.00,0.76,4,-1,-1
4,20,492.00,388.00,504.00,406.00,0.74,7,-1,-1
4,21,268.00,518.00,299.00,539.00,0.70,4,-1,-1
4,22,449.00,342.00,474.00,361.00,0.77,4,-1,-1
4,23,464.00,329.00,498.00,344.00,0.78,4,-1,-1
4,24,524.00,327.00,546.00,339.00,0.71,7,-1,-1
4,25,651.00,378.00,682.00,398.00,0.70,4,-1,-1
4,26,376.00,272.00,387.00,283.00,0.65,4,-1,-1
4,27,403.00,325.00,432.00,340.00,0.68,4,-1,-1
4,28,757.00,485.00,767.00,505.00,0.79,2,-1,-1
4,29,548.00,362.00,564.00,379.00,0.57,7,-1,-1
4,30,472.00,368.00,478.00,378.00,0.61,10,-1,-1
4,31,411.00,253.00,419.00,262.00,0.58,4,-1,-1
4,32,526.00,345.00,539.00,362.00,0.62,7,-1,-1
4,33,486.00,345.00,494.00,356.00,0.59,2,-1,-1
4,34,471.00,361.00,477.00,374.00,0.60,2,-1,-1
4,35,417.00,286.00,427.00,298.00,0.59,4,-1,-1
4,36,481.00,316.00,494.00,327.00,0.55,7,-1,-1
4,37,443.00,369.00,450.00,381.00,0.47,10,-1,-1
4,39,810.00,309.00,831.00,321.00,0.55,4,-1,-1
4,40,353.00,279.00,365.00,290.00,0.47,4,-1,-1
4,41,492.00,291.00,498.00,300.00,0.53,10,-1,-1
4,42,337.00,316.00,342.00,326.00,0.54,2,-1,-1
4,43,494.00,286.00,498.00,294.00,0.45,2,-1,-1
