3,1,675.00,329.00,752.00,442.00,0.93,6,-1,-1
3,2,707.00,245.00,756.00,317.00,0.91,6,-1,-1
3,3,754.00,305.00,778.00,327.00,0.87,4,-1,-1
3,4,582.00,286.00,606.00,308.00,0.85,4,-1,-1
3,5,815.00,215.00,840.00,245.00,0.81,6,-1,-1
3,6,780.00,196.00,796.00,210.00,0.81,4,-1,-1
3,7,600.00,270.00,625.00,292.00,0.82,4,-1,-1
3,8,801.00,256.00,822.00,274.00,0.82,4,-1,-1
3,9,840.00,485.00,854.00,516.00,0.78,10,-1,-1
3,10,659.00,193.00,681.00,212.00,0.81,5,-1,-1
3,12,840.00,481.00,854.00,503.00,0.77,2,-1,-1
3,13,801.00,204.00,818.00,219.00,0.71,4,-1,-1
3,15,836.00,131.00,850.00,140.00,0.72,4,-1,-1
3,16,1043.00,152.00,1071.00,166.00,0.69,6,-1,-1
3,17,813.00,133.00,828.00,145.00,0.74,4,-1,-1
3,18,943.00,135.00,956.00,145.00,0.75,4,-1,-1
3,19,914.00,96.00,924.00,104.00,0.75,4,-1,-1
3,20,728.00,205.00,734.00,214.00,0.69,10,-1,-1
3,21,828.00,205.00,846.00,219.00,0.65,4,-1,-1
3,23,691.00,226.00,697.00,235.00,0.63,2,-1,-1
3,27,810.00,192.00,826.00,206.00,0.54,4,-1,-1
3,28,728.00,201.00,733.00,210.00,0.54,2,-1,-1
3,29,857.00,115.00,868.00,123.00,0.49,4,-1,-1
3,32,739.00,166.00,752.00,178.00,0.64,4,-1,-1
3,34,874.00,114.00,886.00,122.00,0.50,4,-1,-1
3,35,697.00,158.00,718.00,171.00,0.55,4,-1,-1
4,1,677.00,330.00,753.00,445.00,0.94,6,-1,-1
4,2,707.00,247.00,758.00,318.00,0.92,6,-1,-1
4,3,755.00,305.00,779.00,328.00,0.86,4,-1,-1
4,4,581.00,291.00,604.00,310.00,0.85,4,-1,-1
4,5,816.00,216.00,840.00,247.00,0.83,6,-1,-1
4,6,780.00,197.00,795.00,211.00,0.83,4,-1,-1
4,7,599.00,271.00,625.00,294.00,0.84,4,-1,-1
4,8,802.00,258.00,824.00,276.00,0.81,4,-1,-1
4,9,842.00,488.00,857.00,521.00,0.78,10,-1,-1
4,10,660.00,192.00,680.00,206.00,0.75,4,-1,-1
4,12,843.00,486.00,857.00,508.00,0.76,2,-1,-1
4,13,801.00,204.00,818.00,219.00,0.74,4,-1,-1
4,15,837.00,131.00,850.00,142.00,0.70,4,-1,-1
4,16,1045.00,154.00,1068.00,166.00,0.71,4,-1,-1
4,17,813.00,134.00,829.00,145.00,0.69,4,-1,-1
4,18,943.00,135.00,956.00,145.00,0.66,4,-1,-1
4,19,913.00,96.00,923.00,104.00,0.66,4,-1,-1
4,20,727.00,207.00,733.00,216.00,0.57,10,-1,-1
4,21,829.00,206.00,847.00,220.00,0.50,4,-1,-1
4,23,685.00,230.00,693.00,240.00,0.58,10,-1,-1
4,27,811.00,194.00,825.00,207.00,0.56,4,-1,-1
4,28,727.00,203.00,732.00,213.00,0.61,2,-1,-1
4,29,857.00,114.00,868.00,123.00,0.43,4,-1,-1
4,32,739.00,166.00,752.00,179.00,0.59,4,-1,-1
4,34,877.00,115.00,887.00,123.00,0.60,4,-1,-1
4,35,699.00,160.00,719.00,172.00,0.44,4,-1,-1
4,44,615.00,199.00,642.00,213.00,0.46,4,-1,-1
4,46,690.00,230.00,698.00,240.00,0.46,10,-1,-1
4,50,831.00,169.00,839.00,179.00,0.42,10,-1,-1
5,1,678.00,331.00,754.00,447.00,0.94,6,-1,-1
5,2,707.00,249.00,758.00,320.00,0.91,6,-1,-1
5,3,755.00,306.00,780.00,329.00,0.87,4,-1,-1
5,4,580.00,291.00,603.00,313.00,0.83,4,-1,-1
5,5,816.00,218.00,842.00,248.00,0.84,6,-1,-1
5,6,780.00,197.00,798.00,213.00,0.83,4,-1,-1
5,7,598.00,275.00,624.00,296.00,0.79,4,-1,-1
5,8,803.00,258.00,826.00,278.00,0.75,4,-1,-1
5,9,845.00,495.00,859.00,526.00,0.75,10,-1,-1
5,10,738.00,169.00,751.00,180.00,0.72,4,-1,-1
5,12,846.00,492.00,859.00,513.00,0.71,2,-1,-1
5,13,804.00,205.00,823.00,221.00,0.72,4,-1,-1
5,15,837.00,132.00,850.00,143.00,0.74,4,-1,-1
